epoch,train_iou,val_iou
1,0.8590709342435002,0.9467968329454002
2,0.9682364457845688,0.9706198154166102
3,0.9774901050329209,0.9820393977073816
4,0.9850800466537476,0.9846402273391383
5,0.9840673530101776,0.989783301330603
